ACRES_AG_1MI,BIRD_COUNT,Barns,COUNTYNAME,Operation,APP_RATE,Status,WASTE_OUTPUT,TYPE,X,Y,MMBTU_potential
45,63668,4,Randolph,Unknown,23689,Unknown,533,Poultry - Broiler,-79.8361,35.5322,4069.6670259511307
64,95502,6,Randolph,Unknown,25000,Unknown,800,Poultry - Broiler,-79.6855,35.5508,6108.318237825337
90,63668,4,Randolph,Unknown,11844,Unknown,533,Poultry - Broiler,-79.6733,35.5385,4069.6670259511307
94,63668,4,Randolph,Unknown,11340,Unknown,533,Poultry - Broiler,-79.6308,35.56,4069.6670259511307
66,47751,3,Randolph,Unknown,12121,Unknown,400,Poultry - Broiler,-79.6169,35.5445,3054.1591189126684
13,63668,4,Randolph,Unknown,82000,Unknown,533,Poultry - Broiler,-79.5597,35.5467,4069.6670259511307
74,39693,3,Chatham,Unknown,8811,Unknown,326,Poultry - Broiler,-79.4903,35.5346,2489.139681913825
186,39693,3,Chatham,ELEMENTS OF HARMONY LLC,3505,Unknown,326,Poultry - Broiler,-79.4328,35.5414,2489.139681913825
85,79386,6,Chatham,Unknown,15341,Unknown,652,Poultry - Broiler,-79.4196,35.5525,4978.27936382765
83,66155,5,Chatham,Unknown,13084,Unknown,543,Poultry - Broiler,-79.3813,35.5285,4146.021003923947
9,36170,2,Lee,Unknown,57778,Unknown,260,Poultry - Broiler,-79.3004,35.5203,1985.2034272932344
53,47751,3,Randolph,Unknown,15094,Unknown,400,Poultry - Broiler,-79.8617,35.5244,3054.1591189126684
24,63668,4,Randolph,Unknown,44417,Unknown,533,Poultry - Broiler,-79.7177,35.534,4069.6670259511307
108,30384,2,Moore,Unknown,4056,Unknown,219,Poultry - Broiler,-79.6268,35.4951,1672.152117604686
113,30384,2,Moore,Unknown,3876,Unknown,219,Poultry - Broiler,-79.6136,35.4965,1672.152117604686
6,45576,3,Moore,Unknown,109333,Unknown,328,Poultry - Broiler,-79.5419,35.5071,2504.4104775083883
16,45576,3,Moore,Unknown,41000,Unknown,328,Poultry - Broiler,-79.5326,35.5141,2504.4104775083883
87,60768,4,Moore,Unknown,10069,Unknown,438,Poultry - Broiler,-79.4981,35.5128,3344.304235209372
279,39693,3,Chatham,Unknown,2337,Unknown,326,Poultry - Broiler,-79.4614,35.5276,2489.139681913825
138,79386,6,Chatham,Unknown,9449,Unknown,652,Poultry - Broiler,-79.4259,35.5388,4978.27936382765
112,54255,3,Lee,Unknown,6982,Unknown,391,Poultry - Broiler,-79.0273,35.5067,2985.4405387371335
191,55186,2,Harnett,Unknown,4157,Unknown,397,Poultry - Broiler,-78.8408,35.5271,3031.2529255208233
413,63668,4,Randolph,Unknown,2581,Unknown,533,Poultry - Broiler,-80.0041,35.5195,4069.6670259511307
43,63668,4,Randolph,Unknown,24791,Unknown,533,Poultry - Broiler,-79.9685,35.517,4069.6670259511307
64,149184,8,Montgomery,Unknown,35125,Unknown,1124,Poultry - Broiler,-79.91,35.4775,8582.187124144599
110,55944,3,Montgomery,Unknown,7673,Unknown,422,Poultry - Broiler,-79.9048,35.4964,3222.137870452865
58,63668,4,Randolph,Unknown,18379,Unknown,533,Poultry - Broiler,-79.8534,35.5219,4069.6670259511307
25,55944,3,Montgomery,Unknown,33760,Unknown,422,Poultry - Broiler,-79.809,35.4966,3222.137870452865
68,60768,4,Moore,Unknown,12882,Unknown,438,Poultry - Broiler,-79.7052,35.5077,3344.304235209372
19,60768,4,Moore,Unknown,46105,Unknown,438,Poultry - Broiler,-79.6812,35.4919,3344.304235209372
27,45576,3,Moore,Unknown,24296,Unknown,328,Poultry - Broiler,-79.5812,35.4789,2504.4104775083883
37,30384,2,Moore,Unknown,11838,Unknown,219,Poultry - Broiler,-79.5083,35.5096,1672.152117604686
32,30384,2,Moore,Unknown,13688,Unknown,219,Poultry - Broiler,-79.5042,35.5078,1672.152117604686
215,126595,7,Lee,Unknown,8474,Unknown,911,Poultry - Broiler,-79.1188,35.5106,6955.847393323603
449,54255,3,Lee,Unknown,1742,Unknown,391,Poultry - Broiler,-79.027,35.4836,2985.4405387371335
340,193151,7,Harnett,Unknown,8182,Unknown,1391,Poultry - Broiler,-78.9191,35.4537,10620.838336018805
448,110372,4,Harnett,Unknown,3549,Unknown,795,Poultry - Broiler,-78.8723,35.5153,6070.141248838929
314,110372,4,Harnett,Unknown,5064,Unknown,795,Poultry - Broiler,-78.8346,35.4862,6070.141248838929
119,79600,4,Davidson,Unknown,11210,Unknown,667,Poultry - Broiler,-80.1262,35.5061,5092.810330786875
84,37296,2,Montgomery,Unknown,6690,Unknown,281,Poultry - Broiler,-79.8796,35.4918,2145.5467810361497
132,74592,4,Montgomery,Unknown,8515,Unknown,562,Poultry - Broiler,-79.8289,35.486,4291.093562072299
69,93240,5,Montgomery,Unknown,20377,Unknown,703,Poultry - Broiler,-79.7715,35.484,5367.684651489015
63,60768,4,Moore,Unknown,13905,Unknown,438,Poultry - Broiler,-79.7141,35.4926,3344.304235209372
136,15192,1,Moore,Unknown,1603,Unknown,109,Poultry - Broiler,-79.6379,35.4915,832.2583599037022
7,45576,3,Moore,Unknown,93714,Unknown,328,Poultry - Broiler,-79.5414,35.4661,2504.4104775083883
3,91152,6,Moore,Unknown,437333,Unknown,656,Poultry - Broiler,-79.4854,35.456,5008.820955016777
483,45576,3,Moore,Unknown,1358,Unknown,328,Poultry - Broiler,-79.3787,35.4719,2504.4104775083883
182,72340,4,Lee,Unknown,5725,Unknown,521,Poultry - Broiler,-79.1208,35.5003,3978.0422523837506
304,108510,6,Lee,Unknown,5138,Unknown,781,Poultry - Broiler,-79.1131,35.4768,5963.245679676985
203,82779,3,Harnett,Unknown,5872,Unknown,596,Poultry - Broiler,-78.9935,35.4543,4550.697087179876
727,110372,4,Harnett,Unknown,2187,Unknown,795,Poultry - Broiler,-78.7421,35.4555,6070.141248838929
64,149184,8,Montgomery,Unknown,35125,Unknown,1124,Poultry - Broiler,-79.91,35.4775,8582.187124144599
132,74592,4,Montgomery,Unknown,8515,Unknown,562,Poultry - Broiler,-79.8289,35.486,4291.093562072299
171,74592,4,Montgomery,Unknown,6573,Unknown,562,Poultry - Broiler,-79.8271,35.4819,4291.093562072299
69,93240,5,Montgomery,Unknown,20377,Unknown,703,Poultry - Broiler,-79.7715,35.484,5367.684651489015
24,60768,4,Moore,Unknown,36500,Unknown,438,Poultry - Broiler,-79.747,35.4733,3344.304235209372
0,91152,6,Moore,Unknown,0,Unknown,656,Poultry - Broiler,-79.7005,35.45,5008.820955016777
101,15192,1,Moore,Unknown,2158,Unknown,109,Poultry - Broiler,-79.6726,35.4574,832.2583599037022
114,60768,4,Moore,Unknown,7684,Unknown,438,Poultry - Broiler,-79.6675,35.4703,3344.304235209372
78,45576,3,Moore,Unknown,8410,Unknown,328,Poultry - Broiler,-79.6216,35.476,2504.4104775083883
3,15192,1,Moore,Unknown,72667,Unknown,109,Poultry - Broiler,-79.5689,35.4697,832.2583599037022
7,45576,3,Moore,Unknown,93714,Unknown,328,Poultry - Broiler,-79.5414,35.4661,2504.4104775083883
3,91152,6,Moore,Unknown,437333,Unknown,656,Poultry - Broiler,-79.4854,35.456,5008.820955016777
0,60768,4,Moore,Unknown,0,Unknown,438,Poultry - Broiler,-79.4322,35.4553,3344.304235209372
103,30384,2,Moore,Unknown,4252,Unknown,219,Poultry - Broiler,-79.3911,35.4464,1672.152117604686
483,45576,3,Moore,Unknown,1358,Unknown,328,Poultry - Broiler,-79.3787,35.4719,2504.4104775083883
478,45576,3,Moore,Unknown,1372,Unknown,328,Poultry - Broiler,-79.3765,35.4703,2504.4104775083883
3,36170,2,Lee,Unknown,173333,Unknown,260,Poultry - Broiler,-79.3283,35.4419,1985.2034272932344
304,108510,6,Lee,Unknown,5138,Unknown,781,Poultry - Broiler,-79.1131,35.4768,5963.245679676985
409,108510,6,Lee,Unknown,3819,Unknown,781,Poultry - Broiler,-79.1074,35.474,5963.245679676985
678,110372,4,Harnett,AIS FORESTRY AND FARMING LLC,2345,Unknown,795,Poultry - Broiler,-79.0196,35.4311,6070.141248838929
203,82779,3,Harnett,Unknown,5872,Unknown,596,Poultry - Broiler,-78.9935,35.4543,4550.697087179876
340,193151,7,Harnett,Unknown,8182,Unknown,1391,Poultry - Broiler,-78.9191,35.4537,10620.838336018805
129,82779,3,Harnett,Unknown,9240,Unknown,596,Poultry - Broiler,-78.8584,35.4287,4550.697087179876
314,110372,4,Harnett,Unknown,5064,Unknown,795,Poultry - Broiler,-78.8346,35.4862,6070.141248838929
727,110372,4,Harnett,Unknown,2187,Unknown,795,Poultry - Broiler,-78.7421,35.4555,6070.141248838929
3,149184,8,Montgomery,Unknown,749333,Unknown,1124,Poultry - Broiler,-79.916,35.4097,8582.187124144599
26,74592,4,Montgomery,Unknown,43231,Unknown,562,Poultry - Broiler,-79.8562,35.458,4291.093562072299
62,74592,4,Montgomery,Unknown,18129,Unknown,562,Poultry - Broiler,-79.7895,35.4695,4291.093562072299
15,74592,4,Montgomery,Unknown,74933,Unknown,562,Poultry - Broiler,-79.7926,35.4523,4291.093562072299
28,121536,8,Moore,Unknown,62500,Unknown,875,Poultry - Broiler,-79.5121,35.4373,6680.973072621462
16,30384,2,Moore,Unknown,27375,Unknown,219,Poultry - Broiler,-79.4667,35.4391,1672.152117604686
580,36170,2,Lee,Unknown,897,Unknown,260,Poultry - Broiler,-79.0802,35.4501,1985.2034272932344
498,110372,4,Harnett,Unknown,3193,Unknown,795,Poultry - Broiler,-78.9973,35.4431,6070.141248838929
5,74592,4,Montgomery,Unknown,224800,Unknown,562,Poultry - Broiler,-79.9122,35.4207,4291.093562072299
8,74592,4,Montgomery,Unknown,140500,Unknown,562,Poultry - Broiler,-79.8747,35.4487,4291.093562072299
64,74592,4,Montgomery,BUMPERS FORK FARM CORPORATION,17563,Unknown,562,Poultry - Broiler,-79.8328,35.4519,4291.093562072299
65,74592,4,Montgomery,Unknown,17292,Unknown,562,Poultry - Broiler,-79.7651,35.4392,4291.093562072299
28,45576,3,Moore,Unknown,23429,Unknown,328,Poultry - Broiler,-79.6786,35.4336,2504.4104775083883
4,15192,1,Moore,Unknown,54500,Unknown,109,Poultry - Broiler,-79.6503,35.4144,832.2583599037022
15,30384,2,Moore,Unknown,29200,Unknown,219,Poultry - Broiler,-79.5553,35.4136,1672.152117604686
19,30384,2,Moore,Unknown,23053,Unknown,219,Poultry - Broiler,-79.4478,35.4048,1672.152117604686
23,30384,2,Moore,Unknown,19043,Unknown,219,Poultry - Broiler,-79.3927,35.4361,1672.152117604686
39,45576,3,Moore,Unknown,16821,Unknown,328,Poultry - Broiler,-79.3927,35.4384,2504.4104775083883
5,30384,2,Moore,Unknown,87600,Unknown,219,Poultry - Broiler,-79.3447,35.4183,1672.152117604686
96,36170,2,Lee,Unknown,5417,Unknown,260,Poultry - Broiler,-79.2841,35.4219,1985.2034272932344
270,220744,8,Harnett,Unknown,11770,Unknown,1589,Poultry - Broiler,-78.9683,35.4487,12132.647099880576
254,82779,3,Harnett,Unknown,4693,Unknown,596,Poultry - Broiler,-78.9897,35.4502,4550.697087179876
166,110372,4,Harnett,Unknown,9578,Unknown,795,Poultry - Broiler,-78.9564,35.4516,6070.141248838929
19,74592,4,Montgomery,BUMPER'S FORK FARMS CORP,59158,Unknown,562,Poultry - Broiler,-79.797,35.4109,4291.093562072299
34,74592,4,Montgomery,Unknown,33059,Unknown,562,Poultry - Broiler,-79.7827,35.4242,4291.093562072299
26,45576,3,Moore,Unknown,25231,Unknown,328,Poultry - Broiler,-79.7406,35.4215,2504.4104775083883
6,91152,6,Moore,Unknown,218667,Unknown,656,Poultry - Broiler,-79.7212,35.4144,5008.820955016777
23,60768,4,Moore,Unknown,38087,Unknown,438,Poultry - Broiler,-79.6782,35.4159,3344.304235209372
15,60768,4,Moore,Unknown,58400,Unknown,438,Poultry - Broiler,-79.5632,35.4024,3344.304235209372
37,30384,2,Moore,Unknown,11838,Unknown,219,Poultry - Broiler,-79.4998,35.4037,1672.152117604686
41,30384,2,Moore,Unknown,10683,Unknown,219,Poultry - Broiler,-79.3423,35.4071,1672.152117604686
366,91152,6,Moore,Unknown,3585,Unknown,656,Poultry - Broiler,-79.2786,35.3761,5008.820955016777
421,108510,6,Lee,Unknown,3710,Unknown,781,Poultry - Broiler,-79.1821,35.391,5963.245679676985
282,110372,4,Harnett,Unknown,5638,Unknown,795,Poultry - Broiler,-79.0207,35.3956,6070.141248838929
470,220744,8,Harnett,Unknown,6762,Unknown,1589,Poultry - Broiler,-79.0019,35.423,12132.647099880576
560,165558,6,Harnett,Unknown,4257,Unknown,1192,Poultry - Broiler,-78.9096,35.4385,9101.394174359752
245,51845,5,Stanly,ALBEMARLE STABLES LLC,5053,Unknown,619,Poultry - Broiler,-80.1248,35.3637,4726.311236517355
0,74592,4,Montgomery,Unknown,0,Unknown,562,Poultry - Broiler,-79.8205,35.37,4291.093562072299
9,74592,4,Montgomery,Unknown,124889,Unknown,562,Poultry - Broiler,-79.7557,35.3974,4291.093562072299
4,60768,4,Moore,Unknown,219000,Unknown,438,Poultry - Broiler,-79.61,35.3773,3344.304235209372
0,30384,2,Moore,Unknown,0,Unknown,219,Poultry - Broiler,-79.5766,35.3989,1672.152117604686
31,121536,8,Moore,Unknown,56452,Unknown,875,Poultry - Broiler,-79.5208,35.3967,6680.973072621462
68,182304,12,Moore,Unknown,38618,Unknown,1313,Poultry - Broiler,-79.5158,35.3602,10025.277307830835
198,75960,5,Moore,Unknown,5525,Unknown,547,Poultry - Broiler,-79.3054,35.3632,4176.562595113074
355,60768,4,Moore,Unknown,2468,Unknown,438,Poultry - Broiler,-79.2801,35.3787,3344.304235209372
348,165558,6,Harnett,CAPE FEAR FARM CREDIT ACA,6851,Unknown,1192,Poultry - Broiler,-79.032,35.3628,9101.394174359752
525,220744,8,Harnett,Unknown,6053,Unknown,1589,Poultry - Broiler,-78.9765,35.3999,12132.647099880576
495,165558,6,Harnett,Unknown,4816,Unknown,1192,Poultry - Broiler,-78.9094,35.425,9101.394174359752
308,110372,4,Harnett,Unknown,5162,Unknown,795,Poultry - Broiler,-78.8436,35.364,6070.141248838929
42,30384,2,Moore,Unknown,10429,Unknown,219,Poultry - Broiler,-79.5635,35.3692,1672.152117604686
9,30384,2,Moore,Unknown,48667,Unknown,219,Poultry - Broiler,-79.554,35.3843,1672.152117604686
47,30384,2,Moore,Unknown,9319,Unknown,219,Poultry - Broiler,-79.4953,35.3677,1672.152117604686
33,60768,4,Moore,Unknown,26545,Unknown,438,Poultry - Broiler,-79.4924,35.3661,3344.304235209372
196,72340,4,Lee,Unknown,5316,Unknown,521,Poultry - Broiler,-79.2159,35.3424,3978.0422523837506
647,165558,6,Harnett,Unknown,3685,Unknown,1192,Poultry - Broiler,-78.9376,35.396,9101.394174359752
75,60768,4,Moore,Unknown,11680,Unknown,438,Poultry - Broiler,-79.5024,35.3651,3344.304235209372
32,55186,2,Harnett,Unknown,24813,Unknown,397,Poultry - Broiler,-79.1182,35.3335,3031.2529255208233
820,82779,3,Harnett,Unknown,1454,Unknown,596,Poultry - Broiler,-78.948,35.3603,4550.697087179876
369,82779,3,Harnett,Unknown,3230,Unknown,596,Poultry - Broiler,-78.7922,35.3287,4550.697087179876
109,41476,4,Stanly,Unknown,9083,Unknown,495,Poultry - Broiler,-80.1056,35.3179,3779.5219096544274
39,74592,4,Montgomery,Unknown,28821,Unknown,562,Poultry - Broiler,-79.8034,35.3238,4291.093562072299
405,45576,3,Moore,Unknown,1620,Unknown,328,Poultry - Broiler,-79.3296,35.3275,2504.4104775083883
275,60768,4,Moore,Unknown,3185,Unknown,438,Poultry - Broiler,-79.3179,35.3456,3344.304235209372
230,45576,3,Moore,Unknown,2852,Unknown,328,Poultry - Broiler,-79.2916,35.3375,2504.4104775083883
473,110372,4,Harnett,Unknown,3362,Unknown,795,Poultry - Broiler,-79.0519,35.3499,6070.141248838929
520,165558,6,Harnett,Unknown,4585,Unknown,1192,Poultry - Broiler,-78.887,35.3581,9101.394174359752
151,220744,8,Harnett,JET PARKER FARMS LLC,21046,Unknown,1589,Poultry - Broiler,-78.8456,35.2943,12132.647099880576
16,111888,6,Montgomery,Unknown,105375,Unknown,843,Poultry - Broiler,-79.9741,35.2892,6436.640343108449
58,74592,4,Montgomery,Unknown,19379,Unknown,562,Poultry - Broiler,-79.8762,35.2937,4291.093562072299
3,149184,8,Montgomery,Unknown,749333,Unknown,1124,Poultry - Broiler,-79.8358,35.2796,8582.187124144599
92,91152,6,Moore,Unknown,14261,Unknown,656,Poultry - Broiler,-79.5509,35.3039,5008.820955016777
97,121536,8,Moore,Unknown,18041,Unknown,875,Poultry - Broiler,-79.525,35.3048,6680.973072621462
60,60768,4,Moore,Unknown,14600,Unknown,438,Poultry - Broiler,-79.5406,35.3271,3344.304235209372
62,182304,12,Moore,Unknown,42355,Unknown,1313,Poultry - Broiler,-79.5192,35.358,10025.277307830835
357,91152,6,Moore,Unknown,3675,Unknown,656,Poultry - Broiler,-79.2507,35.2904,5008.820955016777
23,55186,2,Harnett,Unknown,34522,Unknown,397,Poultry - Broiler,-79.1178,35.3238,3031.2529255208233
30,110372,4,Harnett,Unknown,53000,Unknown,795,Poultry - Broiler,-79.0287,35.3115,6070.141248838929
116,41476,4,Stanly,Unknown,8534,Unknown,495,Poultry - Broiler,-80.1079,35.3126,3779.5219096544274
58,149184,8,Montgomery,Unknown,38759,Unknown,1124,Poultry - Broiler,-80.0339,35.2658,8582.187124144599
7,111888,6,Montgomery,Unknown,240857,Unknown,843,Poultry - Broiler,-80.0264,35.2803,6436.640343108449
5,37296,2,Montgomery,Unknown,112400,Unknown,281,Poultry - Broiler,-80.0154,35.2839,2145.5467810361497
23,74592,4,Montgomery,Unknown,48870,Unknown,562,Poultry - Broiler,-79.7982,35.3219,4291.093562072299
102,45576,3,Moore,Unknown,6431,Unknown,328,Poultry - Broiler,-79.5247,35.3099,2504.4104775083883
142,91152,6,Moore,Unknown,9239,Unknown,656,Poultry - Broiler,-79.5086,35.291,5008.820955016777
228,30384,2,Moore,Unknown,1921,Unknown,219,Poultry - Broiler,-79.2984,35.2972,1672.152117604686
302,30384,2,Moore,Unknown,1450,Unknown,219,Poultry - Broiler,-79.2701,35.2943,1672.152117604686
261,45576,3,Moore,Unknown,2513,Unknown,328,Poultry - Broiler,-79.2353,35.2952,2504.4104775083883
68,55186,2,Harnett,Unknown,11676,Unknown,397,Poultry - Broiler,-79.1912,35.2893,3031.2529255208233
77,110372,4,Harnett,Unknown,20649,Unknown,795,Poultry - Broiler,-79.187,35.2799,6070.141248838929
7,55186,2,Harnett,Unknown,113429,Unknown,397,Poultry - Broiler,-79.0927,35.2831,3031.2529255208233
259,110372,4,Harnett,Unknown,6139,Unknown,795,Poultry - Broiler,-78.7615,35.3243,6070.141248838929
296,20738,2,Stanly,Unknown,1676,Unknown,248,Poultry - Broiler,-80.1405,35.2656,1893.5786537258543
102,136728,9,Moore,Unknown,19294,Unknown,984,Poultry - Broiler,-79.5135,35.2945,7513.231432525165
187,60768,4,Moore,Unknown,4684,Unknown,438,Poultry - Broiler,-79.3073,35.2941,3344.304235209372
277,60768,4,Moore,Unknown,3162,Unknown,438,Poultry - Broiler,-79.2564,35.291,3344.304235209372
194,110372,4,Harnett,Unknown,8196,Unknown,795,Poultry - Broiler,-78.7871,35.2707,6070.141248838929
253,74592,4,Montgomery,Unknown,4443,Unknown,562,Poultry - Broiler,-79.7571,35.2426,4291.093562072299
106,74592,4,Montgomery,Unknown,10604,Unknown,562,Poultry - Broiler,-79.6828,35.2336,4291.093562072299
86,75960,5,Moore,Unknown,12721,Unknown,547,Poultry - Broiler,-79.5404,35.255,4176.562595113074
72,45576,3,Moore,Unknown,9111,Unknown,328,Poultry - Broiler,-79.3379,35.2438,2504.4104775083883
146,30384,2,Moore,Unknown,3000,Unknown,219,Poultry - Broiler,-79.3181,35.2663,1672.152117604686
223,136728,9,Moore,Unknown,8825,Unknown,984,Poultry - Broiler,-79.2887,35.2823,7513.231432525165
116,82779,3,Harnett,Unknown,10276,Unknown,596,Poultry - Broiler,-79.2044,35.2822,4550.697087179876
114,55186,2,Harnett,R L BRADSHER FARMS LLC,6965,Unknown,397,Poultry - Broiler,-79.082,35.2554,3031.2529255208233
392,110372,4,Harnett,Unknown,4056,Unknown,795,Poultry - Broiler,-78.9391,35.2921,6070.141248838929
169,74592,4,Montgomery,"CHOU LY FARMS, LLC",6651,Unknown,562,Poultry - Broiler,-80.0068,35.2512,4291.093562072299
224,60768,4,Moore,Unknown,3911,Unknown,438,Poultry - Broiler,-79.2571,35.2544,3344.304235209372
109,30384,2,Moore,Unknown,4018,Unknown,219,Poultry - Broiler,-79.2182,35.2557,1672.152117604686
465,110372,4,Harnett,JET PARKER FARMS LLC,3419,Unknown,795,Poultry - Broiler,-78.83,35.2562,6070.141248838929
265,30384,2,Moore,Unknown,1653,Unknown,219,Poultry - Broiler,-79.2598,35.2303,1672.152117604686
361,45576,3,Moore,Unknown,1817,Unknown,328,Poultry - Broiler,-79.2549,35.2396,2504.4104775083883
237,60768,4,Moore,Unknown,3696,Unknown,438,Poultry - Broiler,-79.2241,35.2244,3344.304235209372
253,167112,11,Moore,Unknown,9510,Unknown,1203,Poultry - Broiler,-79.2101,35.2138,9185.38355012985
22,110372,4,Harnett,Unknown,72273,Unknown,795,Poultry - Broiler,-79.0983,35.2339,6070.141248838929
396,118758,6,Cumberland,Unknown,6455,Unknown,1278,Poultry - Broiler,-78.7609,35.2502,9758.038384925976
388,74592,4,Montgomery,Unknown,2897,Unknown,562,Poultry - Broiler,-80.0051,35.1838,4291.093562072299
90,74592,4,Montgomery,Unknown,12489,Unknown,562,Poultry - Broiler,-79.952,35.1831,4291.093562072299
231,74592,4,Montgomery,Unknown,4866,Unknown,562,Poultry - Broiler,-79.9009,35.1843,4291.093562072299
293,37296,2,Montgomery,Unknown,1918,Unknown,281,Poultry - Broiler,-79.7217,35.2015,2145.5467810361497
711,79172,4,Cumberland,Unknown,2397,Unknown,852,Poultry - Broiler,-78.7621,35.1897,6505.358923283984
869,62214,6,Stanly,Unknown,1710,Unknown,743,Poultry - Broiler,-80.1861,35.1729,5673.1005633802815
313,65412,6,Anson,Unknown,3885,Unknown,608,Poultry - Broiler,-80.1438,35.1603,4642.321860747256
294,51845,5,Stanly,Unknown,4211,Unknown,619,Poultry - Broiler,-80.0609,35.1712,4726.311236517355
33,71436,6,Richmond,RED CLAY FARMS LLC,31879,Unknown,526,Poultry - Broiler,-79.8494,35.1656,4016.219241370159
206,37296,2,Montgomery,Unknown,2728,Unknown,281,Poultry - Broiler,-79.6632,35.1876,2145.5467810361497
271,74592,4,Montgomery,Unknown,4148,Unknown,562,Poultry - Broiler,-79.6462,35.1654,4291.093562072299
759,158344,8,Cumberland,Unknown,4490,Unknown,1704,Poultry - Broiler,-78.7358,35.2019,13010.717846567968
576,47624,4,Richmond,Unknown,1219,Unknown,351,Poultry - Broiler,-79.7508,35.1572,2680.0246268458664
540,59530,5,Richmond,Unknown,1626,Unknown,439,Poultry - Broiler,-79.738,35.1563,3351.939633006654
412,95248,8,Richmond,Unknown,3408,Unknown,702,Poultry - Broiler,-79.69,35.1591,5360.049253691733
377,47624,4,Richmond,Unknown,1862,Unknown,351,Poultry - Broiler,-79.6906,35.1747,2680.0246268458664
170,91152,6,Moore,Unknown,7718,Unknown,656,Poultry - Broiler,-79.193,35.1981,5008.820955016777
334,74592,4,Montgomery,Unknown,3365,Unknown,562,Poultry - Broiler,-79.9989,35.1787,4291.093562072299
170,23812,2,Richmond,Unknown,2059,Unknown,175,Poultry - Broiler,-79.9003,35.1566,1336.1946145242925
